,aid,Authors,Title,Pub_year,Concept_mod,Graphical,Robust,Response
161,167,"Ferreira, M. N. E.; Freire, N. C.","Community perceptions of four protected areas in the Northern portion of the Cerrado hotspot, Brazil",2009,0,0,0,None
162,168,"Few, R.",Containment and counter-containment: planner/community relations in conservation planning,2001,0,0,0,None
826,883,"Fiallo, E.A.; Jacobson, S.K.","Local Communities and Protected Areas: Attitudes of Rural Residents Towards Conservation and Machalilla National Park, Ecuador",1995,0,0,0,None
163,169,"Fisher, J.","No pay, no care? A case study exploring motivations for participation in payments for ecosystem services in Uganda",2012,0,0,0,None
164,170,"Flaherty, M. S.; Filipchuk, V. R.",Forest management in Northern Thailand: a rural Thai perspective,1993,0,0,0,None
165,171,"Fletcher, R.",Using the Master's Tools? Neoliberal Conservation and the Evasion of Inequality,2012,0,0,0,None
166,172,"Foerster, S.; Wilkie, D. S.; Morelli, G. A.; Demmer, J.; Starkey, M.; Telfer, P.; Stei, M.",Human livelihoods and protected areas in Gabon: a cross-sectional comparison of welfare and consumption patterns,2011,0,0,0,None
167,173,"Fox, J.; Castella, J. C.; Ziegler, A. D.","Swidden, Rubber and Carbon: Can REDD+ work for people and the environment in Montane Mainland Southeast Asia? CCAFS Working Paper no 9.",2011,0,0,0,None
168,174,"Frost, P.; Campbell, B.; Luckert, M.; Mutamba, M.; Mandondo, A.; Kozanayi, W.",In Search of Improved Rural Livelihoods in Semi-Arid Regions through Local Management of Natural Resources: Lessons from Case Studies in Zimbabwe,2007,0,0,0,None
170,176,"Fu, Y. N.; Chen, J.; Guo, H. J.; Chen, A. G.; Cui, J. Y.; Hu, H. B.","The role of non-timber forest products during agroecosystem shift in Xishuangbanna, southwestern China",2009,0,0,0,None
172,178,"Fujita, W.",Dealing with contradictions: Examining national forest reserves in Thailand,2003,0,0,0,None
173,179,"Fujita, Y.; Phanvilay, K.",Land and forest allocation in Lao People's Democratic Republic: Comparison of case studies from community-based natural resource management research,2008,0,0,0,None
174,180,"Funnell, D. C.; Bynoe, P. E.","Ecotourism and institutional structures: The case of North Rupununi, Guyana",2007,0,0,0,None
176,182,"Gadd, M. E.","Conservation outside of parks: Attitudes of local people in Laikipia, Kenya",2005,0,0,0,None
177,183,"Garces, L. R.; Pido, M. D.; Tupper, M. H.; Silvestre, G. T.","Evaluating the management effectiveness of three marine protected areas in the Calamianes Islands, Palawan Province, Philippines: Process, selected results and their implications for planning and management",2013,0,0,0,None
178,184,"Garrard, R.; Kohler, T.; Wiesmann, U.; Price, M. F.; Byers, A. C.; Sherpa, A. R.","Depicting community perspectives: Repeat photography and participatory research as tools for assessing environmental services in Sagarmatha National Park, Nepal",2012,0,0,0,None
179,185,"Gaude, A.",Socio-economic situation and land use conflicts around Ag-Gel National Park (Azerbaijan),2005,0,0,0,None
180,186,"Gauli, K.; Hauser, M.",Pro-poor commercial management of non-timber forest products in Nepal's community forest user groups: Factors for success,2009,0,0,0,None
181,187,"Gbadegesin, A.","Management of forest resources by women: a case study from the Olokemeji Forest Reserve area, southwestern Nigeria",1996,0,0,0,None
182,188,"Gelcich, S.; Defeo, O.; Iribarne, O.; Del Carpio, G.; DuBois, R.; Horta, S.; Isacch, J. P.; Godoy, N.; Penaloza, P. C.; Castilla, J. C.",Marine ecosystem-based management in the Southern Cone of South America: Stakeholder perceptions and lessons for implementation,2009,0,0,0,None
183,192,"Gerhardt, K.; Nemarundwe, N.","Participatory planting and management of indigenous trees: Lessons from Chivi District, Zimbabwe",2006,0,0,0,None
184,193,"German, L.; Mazengia, W.; Taye, H.; Tsegaye, M.; Ayele, S.; Charamila, S.; Wickama, J.","Minimizing the livelihood trade-offs of natural resource management in the Eastern African Highlands: Policy Implications of a Project in ""creative governance""",2010,0,0,0,None
185,194,"Getzner, M.; Islam, M. S.","NATURAL RESOURCES, LIVELIHOODS, AND RESERVE MANAGEMENT: A CASE STUDY FROM SUNDARBANS MANGROVE FORESTS, BANGLADESH",2013,0,0,0,None
186,195,"Geyer, J.; Hamor, F. D.; Ibisch, P. L.",Carpathian Biosphere Reserve (Ukraine): Towards Participatory Management,2009,0,0,0,None
187,196,"Ghate, R.; Mehra, D.; Nagendra, H.",Local institutions as mediators of the impact of markets on non-timber forest product extraction in central India,2009,0,0,0,None
188,197,"Ghazanfari, H.; Namiranian, M.; Sobhani, H.; Mohajer, R. M.","Traditional forest management and its application to encourage public participation for sustainable forest management in the northern Zagros mountains of Kurdistan Province, Iran",2004,0,0,0,None
189,198,"Ghorbani, A.; Langenberger, G.; Liu, J. X.; Wehner, S.; Sauerborn, J.",Diversity of Medicinal and Food Plants as Non-timber Forest Products in Naban River Watershed National Nature Reserve (China): Implications for Livelihood Improvement and Biodiversity Conservation,2012,0,0,0,None
190,199,"Ghosh, A. K.; Pattnaik, A. K.; Ballatore, T. J.",Chilika Lagoon: Restoring ecological balance and livelihoods through re-salinization,2006,0,0,0,None
191,200,"Gichuki, C. M.",Community participation in the protection of Kenya's wetlands,2000,0,0,0,None
192,201,"Gill, S. K.; Ross, W. H.; Panya, O.","Moving beyond rhetoric: The need for participatory forest management with the Jakun of South-East Pahang, Malaysia",2009,0,0,0,None
193,202,"Gillingham, S.; Lee, P. C.","The impact of wildlife-related benefits on the conservation attitudes of local people around the Selous Game Reserve, Tanzania",1999,0,0,0,None
194,203,"Gillingham, S.; Lee, P. C.","People and protected areas: A study of local perceptions of wildlife crop-damage conflict in an area bordering the Selous Game Reserve, Tanzania",2003,0,0,0,None
196,205,"Glaser, M.; Baitoningsih, W.; Ferse, S. C. A.; Neil, M.; Deswandi, R.",Whose sustainability? Top-down participation and emergent rules in marine protected area management in Indonesia,2010,0,0,0,None
197,206,"Glaser, M.; Berger, U.; Macedo, R.","Local vulnerability as an advantage: mangrove forest management in Para state, north Brazil, under conditions of illegality",2003,0,0,0,None
198,209,"Gobeze, T.; Bekele, M.; Lemenih, M.; Kassa, H.",Participatory forest management and its impacts on livelihoods and forest status: The case of bonga forest in Ethiopia,2009,0,0,0,None
199,210,"Gockel, C. K.; Gray, L. C.",Integrating conservation and development in the Peruvian Amazon,2009,0,0,0,None
200,211,"Golden, C. D.","Bushmeat hunting and use in the Makira Forest, north-eastern Madagascar: A conservation and livelihoods issue",2009,0,0,0,None
201,212,"Gomiero, T.; Pettenella, D.; Trieu, G. P.; Paoletti, M. G.",Vietnamese uplands: Environmental and socio-economic perspective of forest land allocation and deforestation process,2000,0,0,0,None
202,213,"Gordon, I.; Ayiemba, W.",Harnessing butterfly biodiversity for improving livelihoods and forest conservation: The Kipepeo Project,2003,0,0,0,None
203,214,"Graham, N. A. J.; Ainsworth, T. D.; Baird, A. H.; Ban, N. C.; Bay, L. K.; Cinner, J. E.; De Freitas, D. M.; Diaz-Pulido, G.; Dornelas, M.; Dunn, S. R.; Fidelman, P. I. J.; Foret, S.; Good, T. C.; Kool, J.; Mallela, J.; Penin, L.; Pratchett, M. S.; Williamson, D. H.",From microbes to people: Tractable benefits of no-take areas for coral reefs,2011,0,0,0,None
204,215,"Granados, A.; Weladji, R. B.","Human-Elephant Conflict around Benoue National Park, Cameroon: Influence on Local Attitudes and Implications for Conservation",2012,0,0,0,None
205,216,"Granek, E. E.; Brown, M. A.","Co-management approach to marine conservation in Moh’éÎ©li, Comoros Islands",2005,0,0,0,None
206,217,"Grasser, S.; Schunko, C.; Vogl, C.R.","Gathering ""tea"" - from necessity to connectedness with nature. Local knowledge about wild plant gathering in the Biosphere Reserve Grosses Walsertal (Austria)",2012,0,0,0,None
207,218,"Green, M. J. B.; Misra, M.; Bansal, A. K.; Prasad, R. R.",Eco-development in Orissa's protected areas: a participatory appraoch to conserving forest biodiversity and alleviating poverty piloted in Satkosia,2010,0,0,0,None
208,219,"Green, S. J.; White, A. T.; Christie, P.; Kilarski, S.; Meneses, A. B. T.; Samonte-Tan, G.; Karrer, L. B.; Fox, H.; Campbell, S.; Claussen, J. D.",Emerging marine protected area networks in the coral triangle: Lessons and way forward,2011,0,0,0,None
210,221,"Groom, R.; Harris, S.",Conservation on community lands: The importance of equitable revenue sharing,2008,0,0,0,None
212,223,"Grujele, I.; Miliji_, V.; Noni_, D.","Conflict management in protected areas: The Lazar Canyon natural monument, Eastern Serbia",2008,0,0,0,None
214,225,"Gu, H.; Jiao, Y.; Liang, L.","Strengthening the socio-ecological resilience of forest-dependent communities: The case of the Hani Rice Terraces in Yunnan, China",2012,0,0,0,None
215,226,"Gubbi, S.; Linkie, M.; Leader-Williams, N.",Evaluating the legacy of an integrated conservation and development project around a tiger reserve in India,2009,0,0,0,None
216,227,"Gubbi, S.; MacMillan, D. C.","Can non-timber forest products solve livelihood problems? A case study from Periyar Tiger Reserve, India",2008,0,0,0,None
217,228,"Guerbois, C.; Chapanda, E.; Fritz, H.",Combining multi-scale socio-ecological approaches to understand the susceptibility of subsistence farmers to elephant crop raiding on the edge of a protected area,2012,0,0,0,None
218,229,"Guerbois, C.; Dufour, A. B.; Mtare, G.; Fritz, H.","Insights for integrated conservation from attitudes of people toward protected areas near hwange national park, zimbabwe",2013,0,0,0,None
219,230,"Guevara, J. T.; Milla, D. V.","Successful experiences of sustainable land use in hyperarid, arid and semiarid zones from Peru",2007,0,0,0,None
220,231,"Gugushe, N. M.; Grundy, I. M.; Theron, F.; Chirwa, P. W.","Perceptions of forest resource use and management in two village communities in the Eastern Cape province, South Africa",2008,0,0,0,None
221,232,"Gui, Y. L.; Fang, Y. G.; Liu, J. S.",Community-based ecotourism in nature reserve of China,2004,0,0,0,None
222,233,"Gunawan, B. I.; Visser, L. E.",Permeable Boundaries: Outsiders and Access to Fishing Grounds in the Berau Marine Protected Area,2012,0,0,0,None
831,890,"Gupta, R., Srivastava, S. K., Mahendra, A. K., Ira, P.  and Kumar, D.",Impact of participatory forest management on socio-economic development of rural people: A case study in Kodsi and Talaichittor villages of Dehra Dun District.,2004,0,0,0,None
223,234,"Gupte, M.",Participation in a gendered environment: The case of community forestry in India,2004,0,0,0,None
224,235,"Gurung, A.; Bista, R.; Karki, R.; Shrestha, S.; Uprety, D.; Oh, S. E.",Community-based forest management and its role in improving forest conditions in Nepal,2012,0,0,0,None
225,236,"Gurung, D. B.; Seeland, K.",Ecotourism benefits and livelihood improvement for sustainable development in the nature conservation areas of Bhutan,2011,0,0,0,None
832,891,"Gurung, H.B.","Fusioning: A Grounded Theory of Participatory Governance in the Annapurna Conservation Area, Nepal",2008,0,0,0,None
226,237,"Gusset, M.; Maddock, A. H.; Gunther, G. J.; Szykman, M.; Slotow, R.; Walters, M.; Somers, M. J.",Conflicting human interests over the re-introduction of endangered wild dogs in South Africa,2008,0,0,0,None
227,238,"Ha, T. T. P.; van Dijk, H.","Fishery livelihoods and (non- )compliance with fishery regulations- A case study in Ca Mau Province, Mekong Delta, Viet Nam",2013,0,0,0,None
230,241,"Ha, T. T. T.; van Dijk, H.; Bush, S. R.","Mangrove conservation or shrimp farmer's livelihood? The devolution of forest management and benefit sharing in the Mekong Delta, Vietnam",2012,0,0,0,None
233,244,"Hafner, J. A.; Apichatvullop, Y.",Farming the forest: Managing people and trees in reserved forests in Thailand,1990,0,0,0,None
239,250,"Hamzah, A.; Mohamad, N. H.","Critical success factors of community based ecotourism: Case study of miso walaihomestay, Kinabatangan, Sabah",2012,0,0,0,None
241,252,"Hansen, N. T.; Raebild, A.; Hansen, H. H.",Management of trees in northern Ghana - When the approach of development organizations contradicts local practices,2012,0,0,0,None
243,254,"Harada, K.","Attitudes of local people towards conservation and Gunung Halimun national park in west Java, Indonesia",2003,0,0,0,None
244,255,"Harada, K.; Wiyono","Certification of a Community-based Forest Enterprise for Improving Institutional Management and Household Income: A Case from Southeast Sulawesi, Indonesia",2013,0,0,0,None
245,256,"Hares, M.",Forest conflict in Thailand: Northern minorities in focus,2009,0,0,0,None
246,257,"Harris, A.; Mohan, V.; Flanagan, M.; Hill, R.",Integrating family planning service provision into community-based marine conservation,2012,0,0,0,None
248,259,"Hartshorn, G. S.",ECOLOGICAL BASIS FOR SUSTAINABLE DEVELOPMENT IN TROPICAL FORESTS,1995,0,0,0,None
249,260,"Hartter, J.","Attitudes of rural communities toward wetlands and forest fragments around Kibale national park, Uganda",2009,0,0,0,None
250,261,"Hartter, J.; Goldman, A.",Local responses to a forest park in western Uganda: Alternate narratives on fortress conservation,2011,0,0,0,None
251,262,"Hartter, J.; Goldman, A. C.","Life on the edge: Balancing biodiversity, conservation, and sustaining rural livelihoods around Kibale National Park, Uganda",2009,0,0,0,None
252,263,"Hartter, J.; Goldman, A.; Southworth, J.",Responses by households to resource scarcity and human-wildlife conflict: Issues of fortress conservation and the surrounding agricultural landscape,2011,0,0,0,None
833,893,"Hastings, J.",Evaluating Conservation International's Marine Management Area Science Program,2011,0,0,0,None
253,264,"Hauck, M.; Gallardo-Fern’é’_ndez, G. L.",Crises in the South African abalone and Chilean loco fisheries: Shared challenges and prospects,2013,0,0,0,None
256,267,"Hayes, T. M.","Payment for ecosystem services, sustained behavioural change, and adaptive management: peasant perspectives in the Colombian Andes",2012,0,0,0,None
257,268,"Hazzah, L.; Borgerhoff Mulder, M.; Frank, L.",Lions and Warriors: Social factors underlying declining African lion populations and the effect of incentive-based management in Kenya,2009,0,0,0,None
258,269,"Hazzah, L.; Dolrenry, S.; Kaplan, D.; Frank, L.","The influence of park access during drought on attitudes toward wildlife and lion killing behaviour in Maasailand, Kenya",2013,0,0,0,None
259,270,"He, J.; Zhou, Z.; Weyerhaeuser, H.; Xu, J.","Participatory technology development for incorporating non-timber forest products into forest restoration in Yunnan, Southwest China",2009,0,0,0,None
